hospede_id,pais,uf,cidade,faixa_etaria,segmento
8925,Brasil,RS,Porto Alegre,46-60,Lazer
8926,Brasil,CE,Fortaleza,36-45,Corp
8927,Brasil,SP,São Paulo,26-35,Lazer
8928,Brasil,GO,Goiânia,26-35,Lazer
8929,Brasil,GO,Goiânia,36-45,Lazer
8930,Brasil,SP,São Paulo,26-35,Lazer
8931,Brasil,RJ,Niterói,36-45,Lazer
8932,Brasil,DF,Brasília,46-60,Lazer
8933,Brasil,RJ,Rio de Janeiro,26-35,Lazer
8934,Brasil,DF,Brasília,46-60,Corp
8935,Brasil,PE,Recife,46-60,Corp
8936,Brasil,RJ,Rio de Janeiro,60+,Lazer
8937,Brasil,DF,Brasília,26-35,Lazer
8938,Brasil,RJ,Niterói,26-35,Lazer
8939,Brasil,MG,Belo Horizonte,36-45,Lazer
8940,Brasil,CE,Fortaleza,46-60,Corp
8941,Brasil,RS,Porto Alegre,46-60,Corp
8942,Brasil,RJ,Niterói,46-60,Lazer
8943,Brasil,RJ,Niterói,26-35,Corp
8944,Brasil,SP,Campinas,26-35,Lazer
8945,Brasil,RS,Porto Alegre,36-45,Lazer
8946,Brasil,BA,Salvador,18-25,Lazer
8947,Brasil,SP,Campinas,60+,Lazer
8948,Brasil,SP,São Paulo,46-60,Lazer
8949,Brasil,PE,Recife,46-60,Lazer
8950,Brasil,RS,Porto Alegre,46-60,Lazer
8951,Brasil,PE,Recife,26-35,Lazer
8952,Brasil,PR,Curitiba,26-35,Lazer
8953,Brasil,DF,Brasília,36-45,Lazer
8954,Brasil,ES,Vitória,46-60,Lazer
8955,Brasil,CE,Fortaleza,46-60,Lazer
8956,Brasil,PR,Curitiba,18-25,Lazer
8957,Brasil,CE,Fortaleza,36-45,Lazer
8958,Brasil,BA,Salvador,26-35,Corp
8959,Brasil,ES,Vitória,26-35,Lazer
8960,Brasil,PR,Curitiba,60+,Corp
8961,Brasil,PE,Recife,18-25,Lazer
8962,Brasil,GO,Goiânia,18-25,Corp
8963,Brasil,PR,Curitiba,26-35,Lazer
8964,Brasil,BA,Salvador,46-60,Corp
8965,Brasil,SC,Florianópolis,26-35,Lazer
8966,Brasil,ES,Vitória,18-25,Corp
8967,Brasil,SP,Campinas,26-35,Lazer
8968,Brasil,DF,Brasília,36-45,Corp
8969,Brasil,RS,Porto Alegre,18-25,Lazer
8970,Brasil,ES,Vitória,46-60,Lazer
8971,Brasil,SC,Florianópolis,46-60,Lazer
8972,Brasil,SP,Campinas,36-45,Lazer
8973,Brasil,DF,Brasília,18-25,Lazer
8974,Brasil,RJ,Niterói,36-45,Lazer
8975,Brasil,DF,Brasília,26-35,Lazer
8976,Brasil,ES,Vitória,26-35,Lazer
8977,Brasil,ES,Vitória,46-60,Lazer
8978,Brasil,SC,Florianópolis,18-25,Lazer
8979,Brasil,MG,Belo Horizonte,18-25,Corp
8980,Brasil,SC,Florianópolis,18-25,Lazer
8981,Brasil,RJ,Rio de Janeiro,18-25,Corp
8982,Brasil,RS,Porto Alegre,26-35,Lazer
8983,Brasil,DF,Brasília,26-35,Lazer
8984,Brasil,RJ,Rio de Janeiro,46-60,Corp
8985,Brasil,RS,Porto Alegre,18-25,Lazer
8986,Brasil,SC,Florianópolis,26-35,Lazer
8987,Brasil,CE,Fortaleza,60+,Lazer
8988,Brasil,ES,Vitória,36-45,Lazer
8989,Brasil,RJ,Rio de Janeiro,46-60,Lazer
8990,Brasil,PE,Recife,36-45,Corp
8991,Brasil,PE,Recife,18-25,Corp
8992,Brasil,SC,Florianópolis,26-35,Lazer
8993,Brasil,RJ,Rio de Janeiro,46-60,Lazer
8994,Brasil,PR,Curitiba,46-60,Lazer
8995,Brasil,DF,Brasília,26-35,Corp
8996,Brasil,RS,Porto Alegre,36-45,Lazer
8997,Brasil,GO,Goiânia,26-35,Corp
8998,Brasil,ES,Vitória,18-25,Lazer
8999,Brasil,RS,Porto Alegre,18-25,Lazer
9000,Brasil,MG,Belo Horizonte,60+,Lazer
9001,Brasil,DF,Brasília,18-25,Lazer
9002,Brasil,CE,Fortaleza,26-35,Corp
9003,Brasil,DF,Brasília,36-45,Lazer
9004,Brasil,SP,São Paulo,26-35,Lazer
9005,Brasil,SP,Campinas,60+,Lazer
9006,Brasil,RJ,Niterói,18-25,Lazer
9007,Brasil,RS,Porto Alegre,46-60,Lazer
9008,Brasil,SC,Florianópolis,18-25,Lazer
9009,Brasil,SP,Campinas,26-35,Corp
9010,Brasil,BA,Salvador,36-45,Lazer
9011,Brasil,CE,Fortaleza,46-60,Corp
9012,Brasil,SC,Florianópolis,26-35,Corp
9013,Brasil,MG,Belo Horizonte,26-35,Lazer
9014,Brasil,PR,Curitiba,26-35,Corp
9015,Brasil,SP,São Paulo,18-25,Corp
9016,Brasil,DF,Brasília,46-60,Corp
9017,Brasil,GO,Goiânia,46-60,Lazer
9018,Brasil,SC,Florianópolis,36-45,Corp
9019,Brasil,DF,Brasília,26-35,Lazer
9020,Brasil,SC,Florianópolis,36-45,Lazer
9021,Brasil,DF,Brasília,36-45,Corp
9022,Brasil,PR,Curitiba,18-25,Corp
9023,Brasil,SP,São Paulo,26-35,Lazer
9024,Brasil,PE,Recife,36-45,Lazer
9025,Brasil,RJ,Rio de Janeiro,46-60,Corp
9026,Brasil,BA,Salvador,26-35,Lazer
9027,Brasil,SC,Florianópolis,46-60,Lazer
9028,Brasil,DF,Brasília,46-60,Lazer
9029,Brasil,RS,Porto Alegre,60+,Lazer
9030,Brasil,PR,Curitiba,60+,Lazer
9031,Brasil,GO,Goiânia,18-25,Corp
9032,Brasil,SP,Campinas,26-35,Lazer
9033,Brasil,RJ,Niterói,46-60,Lazer
9034,Brasil,ES,Vitória,46-60,Lazer
9035,Brasil,MG,Belo Horizonte,18-25,Corp
9036,Brasil,PR,Curitiba,36-45,Lazer
9037,Brasil,PR,Curitiba,46-60,Lazer
9038,Brasil,SP,Campinas,26-35,Corp
9039,Brasil,PE,Recife,26-35,Corp
9040,Brasil,BA,Salvador,26-35,Lazer
9041,Brasil,RS,Porto Alegre,26-35,Corp
9042,Brasil,SP,São Paulo,36-45,Lazer
9043,Brasil,PE,Recife,18-25,Lazer
9044,Brasil,PE,Recife,46-60,Corp
9045,Brasil,RJ,Rio de Janeiro,18-25,Lazer
9046,Brasil,RS,Porto Alegre,46-60,Lazer
9047,Brasil,ES,Vitória,18-25,Corp
9048,Brasil,SP,São Paulo,46-60,Lazer
9049,Brasil,SC,Florianópolis,26-35,Corp
9050,Brasil,SC,Florianópolis,36-45,Lazer
9051,Brasil,DF,Brasília,26-35,Lazer
9052,Brasil,ES,Vitória,36-45,Lazer
9053,Brasil,RS,Porto Alegre,26-35,Lazer
9054,Brasil,SC,Florianópolis,18-25,Corp
9055,Brasil,SC,Florianópolis,46-60,Corp
9056,Brasil,ES,Vitória,18-25,Lazer
9057,Brasil,SC,Florianópolis,60+,Lazer
9058,Brasil,RJ,Rio de Janeiro,36-45,Lazer
9059,Brasil,ES,Vitória,18-25,Corp
9060,Brasil,SP,São Paulo,60+,Lazer
9061,Brasil,BA,Salvador,18-25,Lazer
9062,Brasil,SC,Florianópolis,46-60,Lazer
9063,Brasil,RJ,Niterói,26-35,Lazer
9064,Brasil,SC,Florianópolis,36-45,Lazer
9065,Brasil,SP,Campinas,46-60,Lazer
9066,Brasil,SC,Florianópolis,18-25,Corp
9067,Brasil,SC,Florianópolis,36-45,Lazer
9068,Brasil,RJ,Rio de Janeiro,18-25,Lazer
9069,Brasil,SP,Campinas,36-45,Lazer
9070,Brasil,DF,Brasília,26-35,Lazer
9071,Brasil,MG,Belo Horizonte,18-25,Lazer
9072,Brasil,PR,Curitiba,18-25,Corp
9073,Brasil,RJ,Rio de Janeiro,36-45,Lazer
9074,Brasil,RS,Porto Alegre,60+,Corp
9075,Brasil,RJ,Niterói,60+,Lazer
9076,Brasil,SP,Campinas,46-60,Corp
9077,Brasil,PR,Curitiba,46-60,Lazer
9078,Brasil,SC,Florianópolis,46-60,Lazer
9079,Brasil,PR,Curitiba,36-45,Corp
9080,Brasil,PE,Recife,26-35,Lazer
9081,Brasil,CE,Fortaleza,36-45,Lazer
9082,Brasil,SP,Campinas,18-25,Corp
9083,Brasil,SP,São Paulo,46-60,Lazer
9084,Brasil,SC,Florianópolis,26-35,Lazer
9085,Brasil,PR,Curitiba,26-35,Corp
9086,Brasil,ES,Vitória,46-60,Lazer
9087,Brasil,BA,Salvador,18-25,Corp
9088,Brasil,SP,Campinas,60+,Corp
9089,Brasil,ES,Vitória,60+,Corp
9090,Brasil,MG,Belo Horizonte,36-45,Lazer
9091,Brasil,PE,Recife,36-45,Lazer
9092,Brasil,SC,Florianópolis,18-25,Corp
9093,Brasil,DF,Brasília,26-35,Corp
9094,Brasil,SP,Campinas,46-60,Corp
9095,Brasil,RJ,Rio de Janeiro,18-25,Corp
9096,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9097,Brasil,GO,Goiânia,26-35,Lazer
9098,Brasil,GO,Goiânia,36-45,Lazer
9099,Brasil,RS,Porto Alegre,36-45,Lazer
9100,Brasil,ES,Vitória,18-25,Lazer
9101,Brasil,SP,São Paulo,26-35,Lazer
9102,Brasil,SC,Florianópolis,46-60,Lazer
9103,Brasil,CE,Fortaleza,26-35,Lazer
9104,Brasil,ES,Vitória,26-35,Lazer
9105,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9106,Brasil,CE,Fortaleza,46-60,Lazer
9107,Brasil,RS,Porto Alegre,18-25,Lazer
9108,Brasil,SC,Florianópolis,26-35,Lazer
9109,Brasil,SP,São Paulo,36-45,Lazer
9110,Brasil,RJ,Rio de Janeiro,18-25,Lazer
9111,Brasil,DF,Brasília,60+,Corp
9112,Brasil,MG,Belo Horizonte,46-60,Lazer
9113,Brasil,PR,Curitiba,36-45,Lazer
9114,Brasil,ES,Vitória,26-35,Corp
9115,Brasil,PR,Curitiba,18-25,Lazer
9116,Brasil,PE,Recife,36-45,Lazer
9117,Brasil,DF,Brasília,26-35,Corp
9118,Brasil,BA,Salvador,36-45,Lazer
9119,Brasil,SP,São Paulo,18-25,Corp
9120,Brasil,PE,Recife,36-45,Lazer
9121,Brasil,RS,Porto Alegre,26-35,Corp
9122,Brasil,SC,Florianópolis,36-45,Corp
9123,Brasil,PR,Curitiba,26-35,Corp
9124,Brasil,PR,Curitiba,26-35,Lazer
9125,Brasil,SP,São Paulo,26-35,Lazer
9126,Brasil,PR,Curitiba,26-35,Lazer
9127,Brasil,CE,Fortaleza,60+,Lazer
9128,Brasil,RJ,Niterói,26-35,Corp
9129,Brasil,ES,Vitória,18-25,Lazer
9130,Brasil,ES,Vitória,36-45,Lazer
9131,Brasil,DF,Brasília,26-35,Lazer
9132,Brasil,RJ,Rio de Janeiro,46-60,Lazer
9133,Brasil,SP,Campinas,26-35,Lazer
9134,Brasil,PR,Curitiba,46-60,Lazer
9135,Brasil,GO,Goiânia,36-45,Lazer
9136,Brasil,SP,Campinas,26-35,Lazer
9137,Brasil,PE,Recife,26-35,Corp
9138,Brasil,PE,Recife,36-45,Lazer
9139,Brasil,RJ,Niterói,36-45,Lazer
9140,Brasil,BA,Salvador,26-35,Lazer
9141,Brasil,SP,Campinas,36-45,Lazer
9142,Brasil,PR,Curitiba,36-45,Lazer
9143,Brasil,GO,Goiânia,36-45,Corp
9144,Brasil,BA,Salvador,36-45,Lazer
9145,Brasil,RS,Porto Alegre,46-60,Lazer
9146,Brasil,RJ,Niterói,36-45,Lazer
9147,Brasil,CE,Fortaleza,26-35,Lazer
9148,Brasil,MG,Belo Horizonte,26-35,Corp
9149,Brasil,GO,Goiânia,18-25,Lazer
9150,Brasil,SC,Florianópolis,26-35,Lazer
9151,Brasil,SP,Campinas,26-35,Lazer
9152,Brasil,ES,Vitória,46-60,Lazer
9153,Brasil,MG,Belo Horizonte,26-35,Lazer
9154,Brasil,PR,Curitiba,36-45,Lazer
9155,Brasil,PR,Curitiba,18-25,Corp
9156,Brasil,DF,Brasília,18-25,Corp
9157,Brasil,MG,Belo Horizonte,26-35,Lazer
9158,Brasil,RJ,Rio de Janeiro,26-35,Corp
9159,Brasil,SP,São Paulo,26-35,Lazer
9160,Brasil,DF,Brasília,18-25,Lazer
9161,Brasil,MG,Belo Horizonte,36-45,Lazer
9162,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9163,Brasil,BA,Salvador,26-35,Lazer
9164,Brasil,GO,Goiânia,26-35,Corp
9165,Brasil,GO,Goiânia,26-35,Lazer
9166,Brasil,PE,Recife,26-35,Lazer
9167,Brasil,RS,Porto Alegre,26-35,Lazer
9168,Brasil,DF,Brasília,36-45,Lazer
9169,Brasil,SC,Florianópolis,36-45,Lazer
9170,Brasil,RJ,Rio de Janeiro,46-60,Corp
9171,Brasil,BA,Salvador,46-60,Lazer
9172,Brasil,CE,Fortaleza,18-25,Lazer
9173,Brasil,PR,Curitiba,26-35,Lazer
9174,Brasil,DF,Brasília,46-60,Lazer
9175,Brasil,PE,Recife,26-35,Lazer
9176,Brasil,CE,Fortaleza,26-35,Lazer
9177,Brasil,RJ,Niterói,36-45,Corp
9178,Brasil,BA,Salvador,36-45,Corp
9179,Brasil,SP,São Paulo,18-25,Lazer
9180,Brasil,PR,Curitiba,26-35,Lazer
9181,Brasil,SP,Campinas,18-25,Lazer
9182,Brasil,RJ,Niterói,26-35,Corp
9183,Brasil,SP,São Paulo,18-25,Lazer
9184,Brasil,PR,Curitiba,36-45,Lazer
9185,Brasil,RJ,Niterói,26-35,Corp
9186,Brasil,RJ,Rio de Janeiro,18-25,Lazer
9187,Brasil,SP,Campinas,18-25,Corp
9188,Brasil,RS,Porto Alegre,60+,Lazer
9189,Brasil,ES,Vitória,18-25,Lazer
9190,Brasil,BA,Salvador,26-35,Lazer
9191,Brasil,RS,Porto Alegre,36-45,Corp
9192,Brasil,SP,São Paulo,26-35,Lazer
9193,Brasil,SC,Florianópolis,26-35,Lazer
9194,Brasil,RJ,Rio de Janeiro,18-25,Lazer
9195,Brasil,RJ,Niterói,60+,Lazer
9196,Brasil,GO,Goiânia,36-45,Corp
9197,Brasil,PR,Curitiba,36-45,Lazer
9198,Brasil,CE,Fortaleza,46-60,Lazer
9199,Brasil,BA,Salvador,36-45,Corp
9200,Brasil,RS,Porto Alegre,26-35,Lazer
9201,Brasil,SC,Florianópolis,26-35,Lazer
9202,Brasil,SC,Florianópolis,26-35,Lazer
9203,Brasil,SP,Campinas,26-35,Corp
9204,Brasil,ES,Vitória,46-60,Lazer
9205,Brasil,SC,Florianópolis,18-25,Lazer
9206,Brasil,BA,Salvador,18-25,Corp
9207,Brasil,BA,Salvador,26-35,Corp
9208,Brasil,ES,Vitória,18-25,Lazer
9209,Brasil,ES,Vitória,60+,Lazer
9210,Brasil,SP,Campinas,36-45,Corp
9211,Brasil,PE,Recife,18-25,Corp
9212,Brasil,CE,Fortaleza,36-45,Lazer
9213,Brasil,CE,Fortaleza,46-60,Lazer
9214,Brasil,SP,São Paulo,26-35,Lazer
9215,Brasil,RS,Porto Alegre,36-45,Corp
9216,Brasil,GO,Goiânia,36-45,Lazer
9217,Brasil,SC,Florianópolis,26-35,Corp
9218,Brasil,CE,Fortaleza,36-45,Lazer
9219,Brasil,ES,Vitória,36-45,Corp
9220,Brasil,SP,Campinas,46-60,Lazer
9221,Brasil,RJ,Rio de Janeiro,46-60,Lazer
9222,Brasil,ES,Vitória,60+,Lazer
9223,Brasil,SP,São Paulo,18-25,Corp
9224,Brasil,RJ,Niterói,46-60,Lazer
9225,Brasil,SC,Florianópolis,36-45,Lazer
9226,Brasil,PR,Curitiba,26-35,Corp
9227,Brasil,DF,Brasília,60+,Lazer
9228,Brasil,GO,Goiânia,46-60,Corp
9229,Brasil,RJ,Niterói,46-60,Lazer
9230,Brasil,SC,Florianópolis,18-25,Lazer
9231,Brasil,MG,Belo Horizonte,26-35,Lazer
9232,Brasil,RS,Porto Alegre,46-60,Corp
9233,Brasil,RJ,Rio de Janeiro,60+,Corp
9234,Brasil,PR,Curitiba,26-35,Lazer
9235,Brasil,ES,Vitória,26-35,Corp
9236,Brasil,PR,Curitiba,36-45,Corp
9237,Brasil,CE,Fortaleza,18-25,Corp
9238,Brasil,RJ,Rio de Janeiro,36-45,Lazer
9239,Brasil,RJ,Rio de Janeiro,60+,Lazer
9240,Brasil,ES,Vitória,26-35,Lazer
9241,Brasil,BA,Salvador,46-60,Lazer
9242,Brasil,ES,Vitória,36-45,Lazer
9243,Brasil,BA,Salvador,26-35,Lazer
9244,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9245,Brasil,RS,Porto Alegre,36-45,Lazer
9246,Brasil,RJ,Niterói,46-60,Corp
9247,Brasil,SC,Florianópolis,36-45,Lazer
9248,Brasil,RJ,Rio de Janeiro,60+,Lazer
9249,Brasil,PE,Recife,18-25,Lazer
9250,Brasil,SP,Campinas,60+,Lazer
9251,Brasil,GO,Goiânia,36-45,Lazer
9252,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9253,Brasil,PR,Curitiba,18-25,Lazer
9254,Brasil,BA,Salvador,26-35,Lazer
9255,Brasil,SP,São Paulo,26-35,Corp
9256,Brasil,PR,Curitiba,60+,Lazer
9257,Brasil,SP,Campinas,46-60,Lazer
9258,Brasil,PR,Curitiba,18-25,Corp
9259,Brasil,BA,Salvador,26-35,Lazer
9260,Brasil,SP,São Paulo,36-45,Lazer
9261,Brasil,DF,Brasília,46-60,Corp
9262,Brasil,CE,Fortaleza,46-60,Lazer
9263,Brasil,DF,Brasília,26-35,Lazer
9264,Brasil,DF,Brasília,18-25,Lazer
9265,Brasil,SP,Campinas,18-25,Corp
9266,Brasil,MG,Belo Horizonte,36-45,Corp
9267,Brasil,PE,Recife,18-25,Corp
9268,Brasil,MG,Belo Horizonte,26-35,Lazer
9269,Brasil,RJ,Niterói,46-60,Lazer
9270,Brasil,CE,Fortaleza,26-35,Corp
9271,Brasil,PE,Recife,60+,Lazer
9272,Brasil,SP,Campinas,46-60,Corp
9273,Brasil,ES,Vitória,26-35,Corp
9274,Brasil,MG,Belo Horizonte,18-25,Lazer
9275,Brasil,BA,Salvador,36-45,Lazer
9276,Brasil,PR,Curitiba,36-45,Lazer
9277,Brasil,SP,São Paulo,26-35,Lazer
9278,Brasil,BA,Salvador,46-60,Lazer
9279,Brasil,SP,Campinas,46-60,Lazer
9280,Brasil,DF,Brasília,36-45,Lazer
9281,Brasil,SP,Campinas,18-25,Lazer
9282,Brasil,DF,Brasília,26-35,Lazer
9283,Brasil,RJ,Rio de Janeiro,36-45,Lazer
9284,Brasil,BA,Salvador,26-35,Lazer
9285,Brasil,SP,Campinas,46-60,Corp
9286,Brasil,PR,Curitiba,26-35,Lazer
9287,Brasil,SC,Florianópolis,26-35,Corp
9288,Brasil,PE,Recife,46-60,Lazer
9289,Brasil,SC,Florianópolis,36-45,Corp
9290,Brasil,CE,Fortaleza,26-35,Lazer
9291,Brasil,CE,Fortaleza,36-45,Lazer
9292,Brasil,PE,Recife,36-45,Lazer
9293,Brasil,PE,Recife,26-35,Corp
9294,Brasil,SC,Florianópolis,26-35,Lazer
9295,Brasil,SP,São Paulo,36-45,Lazer
9296,Brasil,SP,Campinas,36-45,Lazer
9297,Brasil,SP,Campinas,18-25,Lazer
9298,Brasil,SP,Campinas,26-35,Lazer
9299,Brasil,PE,Recife,36-45,Lazer
9300,Brasil,SP,São Paulo,26-35,Corp
9301,Brasil,DF,Brasília,60+,Lazer
9302,Brasil,DF,Brasília,26-35,Lazer
9303,Brasil,CE,Fortaleza,46-60,Lazer
9304,Brasil,MG,Belo Horizonte,60+,Lazer
9305,Brasil,SP,Campinas,26-35,Corp
9306,Brasil,RS,Porto Alegre,36-45,Corp
9307,Brasil,RS,Porto Alegre,18-25,Corp
9308,Brasil,CE,Fortaleza,36-45,Lazer
9309,Brasil,CE,Fortaleza,60+,Lazer
9310,Brasil,DF,Brasília,60+,Corp
9311,Brasil,SC,Florianópolis,26-35,Lazer
9312,Brasil,SC,Florianópolis,46-60,Corp
9313,Brasil,SP,Campinas,46-60,Lazer
9314,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9315,Brasil,PR,Curitiba,46-60,Corp
9316,Brasil,MG,Belo Horizonte,26-35,Corp
9317,Brasil,MG,Belo Horizonte,60+,Corp
9318,Brasil,CE,Fortaleza,46-60,Corp
9319,Brasil,GO,Goiânia,36-45,Lazer
9320,Brasil,DF,Brasília,26-35,Lazer
9321,Brasil,RS,Porto Alegre,60+,Lazer
9322,Brasil,RS,Porto Alegre,18-25,Lazer
9323,Brasil,BA,Salvador,36-45,Lazer
9324,Brasil,CE,Fortaleza,36-45,Lazer
9325,Brasil,PR,Curitiba,26-35,Corp
9326,Brasil,DF,Brasília,18-25,Corp
9327,Brasil,PE,Recife,26-35,Lazer
9328,Brasil,PR,Curitiba,60+,Lazer
9329,Brasil,SC,Florianópolis,46-60,Corp
9330,Brasil,RJ,Rio de Janeiro,46-60,Corp
9331,Brasil,BA,Salvador,36-45,Lazer
9332,Brasil,GO,Goiânia,36-45,Lazer
9333,Brasil,RS,Porto Alegre,36-45,Lazer
9334,Brasil,CE,Fortaleza,36-45,Corp
9335,Brasil,SP,São Paulo,46-60,Corp
9336,Brasil,DF,Brasília,26-35,Lazer
9337,Brasil,PE,Recife,60+,Lazer
9338,Brasil,BA,Salvador,46-60,Lazer
9339,Brasil,DF,Brasília,26-35,Lazer
9340,Brasil,ES,Vitória,60+,Lazer
9341,Brasil,BA,Salvador,46-60,Corp
9342,Brasil,MG,Belo Horizonte,18-25,Lazer
9343,Brasil,CE,Fortaleza,18-25,Lazer
9344,Brasil,BA,Salvador,36-45,Corp
9345,Brasil,ES,Vitória,46-60,Corp
9346,Brasil,SP,São Paulo,26-35,Lazer
9347,Brasil,PR,Curitiba,36-45,Corp
9348,Brasil,SC,Florianópolis,36-45,Lazer
9349,Brasil,DF,Brasília,26-35,Lazer
9350,Brasil,SP,Campinas,18-25,Lazer
9351,Brasil,ES,Vitória,26-35,Corp
9352,Brasil,MG,Belo Horizonte,46-60,Lazer
9353,Brasil,DF,Brasília,18-25,Lazer
9354,Brasil,MG,Belo Horizonte,36-45,Lazer
9355,Brasil,RS,Porto Alegre,36-45,Corp
9356,Brasil,PR,Curitiba,60+,Corp
9357,Brasil,SP,Campinas,60+,Corp
9358,Brasil,ES,Vitória,60+,Lazer
9359,Brasil,ES,Vitória,36-45,Corp
9360,Brasil,RS,Porto Alegre,18-25,Lazer
9361,Brasil,DF,Brasília,26-35,Corp
9362,Brasil,RS,Porto Alegre,26-35,Lazer
9363,Brasil,DF,Brasília,18-25,Lazer
9364,Brasil,BA,Salvador,18-25,Corp
9365,Brasil,CE,Fortaleza,26-35,Corp
9366,Brasil,PR,Curitiba,26-35,Lazer
9367,Brasil,ES,Vitória,36-45,Lazer
9368,Brasil,RJ,Niterói,60+,Lazer
9369,Brasil,DF,Brasília,26-35,Lazer
9370,Brasil,CE,Fortaleza,18-25,Lazer
9371,Brasil,CE,Fortaleza,36-45,Lazer
9372,Brasil,GO,Goiânia,26-35,Lazer
9373,Brasil,PR,Curitiba,46-60,Lazer
9374,Brasil,PR,Curitiba,26-35,Lazer
9375,Brasil,CE,Fortaleza,26-35,Lazer
9376,Brasil,PE,Recife,46-60,Lazer
9377,Brasil,SP,Campinas,36-45,Corp
9378,Brasil,SP,São Paulo,36-45,Lazer
9379,Brasil,RJ,Niterói,18-25,Corp
9380,Brasil,SC,Florianópolis,26-35,Corp
9381,Brasil,RJ,Rio de Janeiro,18-25,Lazer
9382,Brasil,RS,Porto Alegre,46-60,Lazer
9383,Brasil,GO,Goiânia,26-35,Lazer
9384,Brasil,RS,Porto Alegre,18-25,Lazer
9385,Brasil,SP,São Paulo,36-45,Lazer
9386,Brasil,RS,Porto Alegre,36-45,Lazer
9387,Brasil,PR,Curitiba,26-35,Corp
9388,Brasil,RJ,Rio de Janeiro,60+,Lazer
9389,Brasil,SP,São Paulo,36-45,Lazer
9390,Brasil,SC,Florianópolis,60+,Corp
9391,Brasil,CE,Fortaleza,26-35,Lazer
9392,Brasil,PR,Curitiba,36-45,Lazer
9393,Brasil,SC,Florianópolis,26-35,Lazer
9394,Brasil,CE,Fortaleza,26-35,Lazer
9395,Brasil,PE,Recife,18-25,Lazer
9396,Brasil,RJ,Rio de Janeiro,26-35,Lazer
9397,Brasil,MG,Belo Horizonte,46-60,Lazer
9398,Brasil,SP,São Paulo,46-60,Lazer
9399,Brasil,BA,Salvador,18-25,Lazer
9400,Brasil,GO,Goiânia,18-25,Lazer
9401,Brasil,BA,Salvador,18-25,Lazer
9402,Brasil,MG,Belo Horizonte,36-45,Lazer
9403,Brasil,RJ,Niterói,26-35,Lazer
9404,Brasil,BA,Salvador,46-60,Corp
9405,Brasil,SP,Campinas,18-25,Lazer
9406,Brasil,SP,São Paulo,36-45,Lazer
9407,Brasil,RJ,Niterói,46-60,Lazer
9408,Brasil,ES,Vitória,18-25,Lazer
9409,Brasil,RS,Porto Alegre,46-60,Corp
9410,Brasil,SC,Florianópolis,46-60,Corp
9411,Brasil,RJ,Rio de Janeiro,36-45,Lazer
9412,Brasil,GO,Goiânia,26-35,Lazer
9413,Brasil,CE,Fortaleza,36-45,Lazer
9414,Brasil,CE,Fortaleza,26-35,Corp
9415,Brasil,GO,Goiânia,60+,Corp
9416,Brasil,SP,Campinas,36-45,Lazer
9417,Brasil,CE,Fortaleza,46-60,Lazer
9418,Brasil,RJ,Rio de Janeiro,36-45,Lazer
9419,Brasil,PR,Curitiba,26-35,Lazer
9420,Brasil,SP,Campinas,36-45,Lazer
9421,Brasil,SP,São Paulo,46-60,Corp
9422,Brasil,ES,Vitória,26-35,Lazer
9423,Brasil,RJ,Niterói,26-35,Corp
9424,Brasil,PE,Recife,60+,Lazer
9425,Brasil,SP,Campinas,26-35,Lazer
9426,Brasil,RJ,Niterói,46-60,Lazer
9427,Brasil,PR,Curitiba,26-35,Lazer
9428,Brasil,BA,Salvador,46-60,Lazer
9429,Brasil,RS,Porto Alegre,36-45,Lazer
9430,Brasil,RS,Porto Alegre,18-25,Lazer
9431,Brasil,ES,Vitória,18-25,Lazer
9432,Brasil,ES,Vitória,26-35,Corp
9433,Brasil,SC,Florianópolis,36-45,Corp
9434,Brasil,RS,Porto Alegre,26-35,Corp
9435,Brasil,RJ,Niterói,26-35,Lazer
9436,Brasil,PR,Curitiba,36-45,Lazer
9437,Brasil,RS,Porto Alegre,60+,Lazer
9438,Brasil,SP,Campinas,18-25,Lazer
9439,Brasil,GO,Goiânia,36-45,Lazer
9440,Brasil,PR,Curitiba,46-60,Lazer
9441,Brasil,MG,Belo Horizonte,36-45,Lazer
9442,Brasil,BA,Salvador,60+,Lazer
9443,Brasil,ES,Vitória,36-45,Lazer
9444,Brasil,RS,Porto Alegre,36-45,Corp
9445,Brasil,SP,Campinas,46-60,Lazer
9446,Brasil,SP,São Paulo,26-35,Lazer
9447,Brasil,RJ,Niterói,36-45,Lazer
9448,Brasil,PR,Curitiba,36-45,Corp
9449,Brasil,GO,Goiânia,18-25,Lazer
9450,Brasil,PE,Recife,26-35,Corp
9451,Brasil,CE,Fortaleza,46-60,Lazer
9452,Brasil,CE,Fortaleza,18-25,Lazer
9453,Brasil,CE,Fortaleza,26-35,Lazer
9454,Brasil,SP,Campinas,18-25,Lazer
9455,Brasil,BA,Salvador,26-35,Lazer
9456,Brasil,PE,Recife,36-45,Lazer
9457,Brasil,ES,Vitória,18-25,Lazer
9458,Brasil,SP,Campinas,26-35,Lazer
9459,Brasil,RJ,Niterói,18-25,Lazer
9460,Brasil,SC,Florianópolis,60+,Lazer
9461,Brasil,GO,Goiânia,46-60,Corp
