pagamento_id,reserva_id,data_pagamento_id,forma_pagamento,valor_pago,status_pagamento,taxa_gateway
21965,22230,20250103,Crédito,343.1,Aprovado,9.61
21966,22231,20250211,Crédito,1283.56,Aprovado,35.94
21967,22232,20251014,Crédito,3849.86,Aprovado,107.8
21968,22233,20241111,Boleto,1028.13,Aprovado,12.34
21969,22235,20250506,Crédito,793.15,Aprovado,22.21
21970,22237,20250729,Crédito,259.7,Aprovado,7.27
21971,22238,20241107,PIX,3925.6,Aprovado,47.11
21972,22239,20251124,Crédito,629.23,Aprovado,17.62
21973,22240,20250223,Crédito,349.18,Aprovado,9.78
21974,22243,20250812,Crédito,632.17,Aprovado,17.7
21975,22244,20240916,Crédito,369.55,Estornado,10.35
21976,22244,20240916,Crédito,376.16,Aprovado,10.53
21977,22245,20251224,Boleto,408.67,Aprovado,4.9
21978,22246,20240213,Crédito,144.18,Aprovado,4.04
21979,22246,20240215,Crédito,144.19,Aprovado,4.04
21980,22247,20240711,Crédito,4717.06,Aprovado,132.08
21981,22248,20240408,Crédito,1615.84,Aprovado,45.24
21982,22250,20240114,Crédito,500.61,Aprovado,14.02
21983,22251,20251023,PIX,1289.04,Aprovado,15.47
21984,22252,20250725,Boleto,1106.65,Aprovado,13.28
21985,22253,20240430,Crédito,931.7,Aprovado,26.09
21986,22254,20251103,PIX,329.75,Aprovado,3.96
21987,22256,20240124,Boleto,210.63,Aprovado,2.53
21988,22256,20240119,Boleto,212.57,Aprovado,2.55
21989,22257,20250910,Crédito,614.12,Aprovado,17.2
21990,22258,20251230,Crédito,1218.69,Aprovado,34.12
21991,22259,20250424,Boleto,329.81,Aprovado,3.96
21992,22260,20251107,PIX,787.94,Aprovado,9.46
21993,22261,20250821,Crédito,249.8,Aprovado,6.99
21994,22262,20251011,Crédito,308.58,Estornado,8.64
21995,22263,20240707,Crédito,4863.71,Aprovado,136.18
21996,22265,20240410,Crédito,1492.64,Estornado,41.79
21997,22266,20240503,Crédito,1517.35,Aprovado,42.49
21998,22267,20241206,PIX,466.08,Aprovado,5.59
21999,22268,20250803,PIX,48.91,Aprovado,0.59
22000,22269,20251122,PIX,533.94,Aprovado,6.41
22001,22270,20251227,Crédito,631.43,Estornado,17.68
22002,22271,20240714,Crédito,729.93,Aprovado,20.44
22003,22272,20241218,Crédito,1757.92,Aprovado,49.22
22004,22273,20250809,Crédito,1133.33,Aprovado,31.73
22005,22274,20251223,Crédito,198.85,Aprovado,5.57
22006,22275,20240719,Crédito,271.06,Aprovado,7.59
22007,22275,20240716,Crédito,269.89,Aprovado,7.56
22008,22276,20241118,PIX,343.61,Aprovado,4.12
22009,22277,20250414,PIX,434.3,Aprovado,5.21
22010,22278,20251028,Crédito,103.9,Aprovado,2.91
22011,22279,20251219,Crédito,621.52,Aprovado,17.4
22012,22279,20251215,Crédito,603.46,Aprovado,16.9
22013,22280,20240402,Crédito,2148.98,Aprovado,60.17
22014,22281,20251112,PIX,315.07,Aprovado,3.78
22015,22281,20251109,Crédito,303.99,Aprovado,8.51
22016,22282,20250423,Boleto,1378.49,Aprovado,16.54
22017,22283,20250525,Crédito,1562.19,Aprovado,43.74
22018,22284,20251025,Crédito,223.96,Aprovado,6.27
22019,22285,20241002,Crédito,2701.11,Aprovado,75.63
22020,22286,20240525,Crédito,2367.25,Aprovado,66.28
22021,22287,20240729,Boleto,222.3,Aprovado,2.67
22022,22287,20240730,Crédito,226.54,Aprovado,6.34
22023,22289,20240419,Boleto,559.14,Aprovado,6.71
22024,22290,20250530,Crédito,471.45,Aprovado,13.2
22025,22292,20250111,Crédito,1360.25,Aprovado,38.09
22026,22293,20250327,Crédito,120.48,Aprovado,3.37
22027,22293,20250329,Crédito,117.24,Aprovado,3.28
22028,22294,20240304,Crédito,293.16,Aprovado,8.21
22029,22295,20240924,Débito,1087.07,Aprovado,30.44
22030,22296,20240104,Crédito,645.51,Aprovado,18.07
22031,22297,20240529,Boleto,829.59,Aprovado,9.96
22032,22298,20250523,PIX,438.71,Aprovado,5.26
22033,22299,20251204,Débito,450.68,Aprovado,12.62
22034,22300,20251109,PIX,588.28,Aprovado,7.06
22035,22301,20250117,Crédito,2745.69,Aprovado,76.88
22036,22302,20250430,PIX,11584.7,Aprovado,139.02
22037,22303,20250906,PIX,294.92,Aprovado,3.54
22038,22304,20241112,Crédito,606.22,Aprovado,16.97
22039,22305,20241010,Boleto,1103.04,Aprovado,13.24
22040,22306,20240817,Crédito,3224.4,Aprovado,90.28
22041,22307,20260101,Boleto,4096.73,Aprovado,49.16
22042,22308,20241110,Crédito,814.69,Aprovado,22.81
22043,22309,20250820,Boleto,451.14,Aprovado,5.41
22044,22310,20250503,Débito,713.29,Aprovado,19.97
22045,22311,20251024,PIX,614.4,Aprovado,7.37
22046,22312,20240312,Crédito,216.51,Aprovado,6.06
22047,22313,20240715,PIX,270.97,Aprovado,3.25
22048,22314,20251006,Crédito,681.92,Aprovado,19.09
22049,22315,20250613,Crédito,214.12,Aprovado,6.0
22050,22315,20250617,Crédito,213.07,Aprovado,5.97
22051,22316,20250708,PIX,840.35,Aprovado,10.08
22052,22317,20250904,Crédito,238.95,Aprovado,6.69
22053,22318,20240501,Débito,1203.8,Aprovado,33.71
22054,22319,20240930,Crédito,350.71,Aprovado,9.82
22055,22320,20250808,PIX,36937.18,Aprovado,443.25
22056,22322,20240219,PIX,152.13,Aprovado,1.83
22057,22322,20240220,Boleto,151.65,Aprovado,1.82
22058,22323,20250616,Crédito,533.6,Aprovado,14.94
22059,22324,20250918,Crédito,1080.84,Aprovado,30.26
22060,22325,20250326,Crédito,419.69,Aprovado,11.75
22061,22327,20250310,Crédito,124.76,Aprovado,3.49
22062,22328,20250225,PIX,617.12,Aprovado,7.41
22063,22330,20241011,Crédito,155.81,Aprovado,4.36
22064,22331,20250408,Crédito,1362.39,Aprovado,38.15
22065,22332,20250112,Crédito,195.26,Aprovado,5.47
22066,22333,20241215,Crédito,2490.16,Aprovado,69.72
22067,22334,20251228,PIX,640.41,Aprovado,7.68
22068,22335,20250613,Crédito,1148.15,Aprovado,32.15
22069,22336,20250517,Crédito,308.5,Aprovado,8.64
22070,22337,20240904,Crédito,2343.8,Aprovado,65.63
22071,22338,20240223,Crédito,650.58,Aprovado,18.22
22072,22339,20240103,PIX,2469.02,Aprovado,29.63
22073,22340,20250605,Crédito,1028.29,Aprovado,28.79
22074,22341,20250611,Crédito,291.43,Aprovado,8.16
22075,22341,20250615,Crédito,291.23,Aprovado,8.15
22076,22342,20240201,Crédito,932.0,Aprovado,26.1
22077,22343,20250911,PIX,140.23,Aprovado,1.68
22078,22343,20250914,Crédito,142.34,Aprovado,3.99
22079,22344,20240720,Crédito,315.0,Aprovado,8.82
22080,22345,20240919,Crédito,2601.53,Aprovado,72.84
22081,22346,20251125,Crédito,811.7,Aprovado,22.73
22082,22347,20240714,Crédito,1705.6,Aprovado,47.76
22083,22348,20250128,PIX,2524.38,Aprovado,30.29
22084,22349,20240329,Crédito,2670.99,Aprovado,74.79
22085,22350,20240926,Crédito,605.29,Aprovado,16.95
22086,22351,20250717,Boleto,4338.26,Aprovado,52.06
22087,22352,20240920,Crédito,663.47,Aprovado,18.58
22088,22353,20251106,Crédito,361.93,Aprovado,10.13
22089,22354,20251222,PIX,3323.52,Aprovado,39.88
22090,22355,20250423,Crédito,2580.86,Aprovado,72.26
22091,22357,20241122,Crédito,1311.53,Aprovado,36.72
22092,22358,20240220,Débito,740.68,Aprovado,20.74
22093,22359,20250415,PIX,294.3,Aprovado,3.53
22094,22360,20241005,Crédito,1683.35,Aprovado,47.13
22095,22361,20250530,Boleto,9617.62,Aprovado,115.41
22096,22362,20250528,Débito,1643.74,Aprovado,46.02
22097,22363,20241021,Boleto,288.92,Aprovado,3.47
22098,22364,20250930,Crédito,288.25,Aprovado,8.07
22099,22364,20251001,Crédito,286.73,Aprovado,8.03
22100,22365,20250926,Débito,562.28,Aprovado,15.74
22101,22366,20240426,Crédito,1979.42,Aprovado,55.42
22102,22366,20240427,PIX,1964.39,Aprovado,23.57
22103,22367,20251118,Crédito,673.43,Aprovado,18.86
22104,22368,20250616,PIX,538.21,Aprovado,6.46
22105,22369,20240901,Crédito,793.62,Aprovado,22.22
22106,22370,20240513,Débito,313.87,Aprovado,8.79
22107,22372,20250616,PIX,367.75,Aprovado,4.41
22108,22373,20240504,Crédito,936.12,Aprovado,26.21
22109,22374,20250127,Crédito,1049.97,Aprovado,29.4
22110,22375,20241128,Crédito,2207.07,Aprovado,61.8
22111,22376,20241203,Crédito,800.73,Aprovado,22.42
22112,22377,20250803,Débito,1205.74,Aprovado,33.76
22113,22379,20251227,Crédito,1010.44,Aprovado,28.29
22114,22380,20240704,PIX,795.33,Aprovado,9.54
22115,22382,20240201,Crédito,723.07,Aprovado,20.25
22116,22382,20240203,Crédito,714.3,Aprovado,20.0
22117,22383,20250407,Débito,638.37,Aprovado,17.87
22118,22384,20251123,PIX,2827.8,Aprovado,33.93
22119,22385,20240502,PIX,610.31,Aprovado,7.32
22120,22386,20250606,Crédito,927.69,Aprovado,25.98
22121,22387,20251227,PIX,1510.92,Aprovado,18.13
22122,22388,20250626,Crédito,2464.49,Aprovado,69.01
22123,22389,20250916,Crédito,637.71,Aprovado,17.86
22124,22389,20250911,Débito,639.29,Aprovado,17.9
22125,22390,20250118,Crédito,1509.77,Aprovado,42.27
22126,22391,20251226,Débito,337.1,Aprovado,9.44
22127,22392,20250910,PIX,636.91,Aprovado,7.64
22128,22393,20251229,PIX,2527.02,Aprovado,30.32
22129,22394,20241113,PIX,637.53,Aprovado,7.65
22130,22397,20240403,PIX,1005.28,Aprovado,12.06
22131,22398,20250724,Crédito,1060.41,Aprovado,29.69
22132,22399,20250812,Crédito,1176.11,Aprovado,32.93
22133,22400,20250102,Crédito,778.37,Aprovado,21.79
22134,22404,20240507,PIX,850.98,Aprovado,10.21
22135,22405,20250606,Crédito,291.21,Aprovado,8.15
22136,22406,20250611,Crédito,987.62,Aprovado,27.65
22137,22407,20250717,Crédito,3314.62,Aprovado,92.81
22138,22408,20250118,Crédito,473.13,Aprovado,13.25
22139,22409,20240621,Crédito,1033.94,Aprovado,28.95
22140,22410,20240308,PIX,501.92,Aprovado,6.02
22141,22410,20240308,PIX,510.78,Aprovado,6.13
22142,22411,20240531,Crédito,265.87,Aprovado,7.44
22143,22412,20250316,PIX,231.14,Aprovado,2.77
22144,22413,20251230,PIX,1109.88,Aprovado,13.32
22145,22414,20250328,Débito,647.93,Aprovado,18.14
22146,22415,20241023,Crédito,508.68,Aprovado,14.24
22147,22416,20240130,Crédito,1304.56,Aprovado,36.53
22148,22418,20251118,Crédito,815.02,Aprovado,22.82
22149,22419,20251019,Crédito,334.85,Aprovado,9.38
22150,22420,20251008,Boleto,576.51,Aprovado,6.92
22151,22421,20250228,PIX,1042.0,Aprovado,12.5
22152,22421,20250301,Crédito,1031.81,Aprovado,28.89
22153,22422,20240226,Débito,727.85,Aprovado,20.38
22154,22424,20240626,Crédito,1653.41,Aprovado,46.3
22155,22424,20240622,Crédito,1664.33,Aprovado,46.6
22156,22425,20240702,Boleto,491.55,Aprovado,5.9
22157,22426,20241004,Débito,1459.36,Aprovado,40.86
22158,22427,20250706,Boleto,827.32,Aprovado,9.93
22159,22428,20240126,PIX,2950.39,Aprovado,35.4
22160,22429,20240112,Débito,1581.14,Aprovado,44.27
22161,22430,20251023,Crédito,342.31,Aprovado,9.58
22162,22431,20241120,PIX,1514.37,Aprovado,18.17
22163,22432,20240801,PIX,405.66,Aprovado,4.87
22164,22433,20250101,Crédito,351.04,Aprovado,9.83
22165,22434,20260103,Boleto,1437.37,Aprovado,17.25
22166,22435,20250909,Crédito,939.54,Aprovado,26.31
22167,22436,20240726,PIX,8165.66,Aprovado,97.99
22168,22437,20241008,Crédito,785.55,Aprovado,22.0
22169,22438,20240129,Crédito,1425.49,Aprovado,39.91
22170,22440,20250904,Boleto,782.54,Aprovado,9.39
22171,22441,20240926,Crédito,300.33,Aprovado,8.41
22172,22442,20240829,PIX,154.51,Aprovado,1.85
22173,22443,20250719,PIX,1886.03,Aprovado,22.63
22174,22444,20241206,Boleto,1312.34,Aprovado,15.75
22175,22446,20241130,Crédito,1122.94,Aprovado,31.44
22176,22447,20250901,Crédito,1431.32,Aprovado,40.08
22177,22448,20250531,PIX,339.29,Aprovado,4.07
22178,22449,20251208,Crédito,1493.44,Estornado,41.82
22179,22451,20251003,Crédito,1596.56,Aprovado,44.7
22180,22452,20250713,PIX,663.5,Aprovado,7.96
22181,22453,20251108,Boleto,1304.77,Aprovado,15.66
22182,22454,20251229,PIX,678.39,Aprovado,8.14
22183,22455,20240627,Crédito,649.8,Aprovado,18.19
22184,22456,20250322,Crédito,255.79,Aprovado,7.16
22185,22457,20241108,PIX,574.45,Aprovado,6.89
22186,22458,20251202,Boleto,397.49,Aprovado,4.77
22187,22459,20250501,Crédito,656.7,Aprovado,18.39
22188,22460,20240517,Crédito,1430.51,Aprovado,40.05
22189,22461,20240529,Crédito,402.63,Aprovado,11.27
22190,22463,20250718,Débito,290.71,Estornado,8.14
22191,22464,20251215,Crédito,2275.8,Aprovado,63.72
22192,22464,20251212,PIX,2276.97,Aprovado,27.32
22193,22465,20250528,Boleto,873.26,Aprovado,10.48
22194,22466,20240913,Crédito,224.17,Aprovado,6.28
22195,22467,20241126,Boleto,611.54,Aprovado,7.34
22196,22467,20241122,PIX,601.93,Aprovado,7.22
22197,22468,20240616,PIX,4205.73,Aprovado,50.47
22198,22469,20251127,Crédito,415.57,Aprovado,11.64
22199,22470,20241113,Boleto,1812.19,Aprovado,21.75
22200,22470,20241117,Débito,1860.27,Aprovado,52.09
22201,22471,20240603,Crédito,683.11,Aprovado,19.13
22202,22472,20251205,PIX,853.06,Aprovado,10.24
22203,22474,20240312,Crédito,1739.51,Aprovado,48.71
22204,22475,20241031,Crédito,191.64,Aprovado,5.37
22205,22476,20250824,Crédito,1921.18,Aprovado,53.79
22206,22477,20250430,Boleto,590.78,Aprovado,7.09
22207,22478,20250220,PIX,853.95,Estornado,10.25
22208,22479,20250505,PIX,519.63,Aprovado,6.24
22209,22480,20240706,Crédito,2190.57,Aprovado,61.34
22210,22481,20250826,PIX,1697.52,Aprovado,20.37
22211,22482,20251231,Crédito,2428.35,Aprovado,67.99
22212,22483,20240812,Boleto,502.34,Aprovado,6.03
22213,22484,20250902,Crédito,1135.58,Aprovado,31.8
22214,22484,20250904,Crédito,1139.29,Aprovado,31.9
22215,22485,20251229,PIX,459.11,Aprovado,5.51
22216,22487,20240624,PIX,323.44,Aprovado,3.88
22217,22488,20251129,Boleto,175.31,Aprovado,2.1
22218,22488,20251127,PIX,175.29,Aprovado,2.1
22219,22489,20251203,Crédito,1301.69,Aprovado,36.45
22220,22490,20240505,Boleto,628.15,Aprovado,7.54
22221,22491,20250528,Boleto,810.57,Aprovado,9.73
22222,22492,20240831,Boleto,774.91,Aprovado,9.3
22223,22492,20240903,PIX,795.08,Aprovado,9.54
22224,22493,20250928,PIX,5637.98,Aprovado,67.66
22225,22494,20251231,Crédito,1274.02,Aprovado,35.67
22226,22495,20240930,PIX,768.5,Aprovado,9.22
22227,22496,20251107,Crédito,2662.87,Aprovado,74.56
22228,22497,20240121,Crédito,548.67,Aprovado,15.36
22229,22498,20240128,PIX,2124.65,Aprovado,25.5
22230,22499,20241005,PIX,1712.29,Aprovado,20.55
22231,22500,20240605,Crédito,1359.53,Aprovado,38.07
22232,22501,20250621,Crédito,426.99,Aprovado,11.96
22233,22501,20250622,PIX,425.41,Aprovado,5.1
22234,22502,20251113,Crédito,306.18,Aprovado,8.57
22235,22503,20250628,Crédito,690.28,Aprovado,19.33
22236,22504,20240213,Crédito,920.9,Aprovado,25.79
22237,22504,20240217,Crédito,913.58,Aprovado,25.58
22238,22505,20250701,PIX,728.25,Aprovado,8.74
22239,22506,20241019,Boleto,0.0,Aprovado,0.0
22240,22506,20241019,Crédito,0.0,Aprovado,0.0
22241,22507,20250801,PIX,41.24,Estornado,0.49
22242,22508,20250908,Crédito,785.91,Aprovado,22.01
22243,22509,20240801,Crédito,140.91,Aprovado,3.95
22244,22510,20240309,Crédito,770.05,Aprovado,21.56
22245,22511,20251215,Boleto,442.74,Aprovado,5.31
22246,22511,20251212,PIX,446.35,Aprovado,5.36
22247,22513,20250101,Débito,2125.59,Aprovado,59.52
22248,22514,20240117,Crédito,259.02,Aprovado,7.25
22249,22514,20240112,Crédito,258.53,Aprovado,7.24
22250,22517,20250520,Débito,325.14,Aprovado,9.1
22251,22518,20250810,Crédito,200.24,Aprovado,5.61
22252,22519,20251119,Crédito,281.06,Aprovado,7.87
22253,22520,20240620,Crédito,506.25,Aprovado,14.18
22254,22520,20240617,Boleto,499.57,Aprovado,5.99
22255,22521,20240718,Débito,680.7,Aprovado,19.06
22256,22523,20250114,Crédito,600.28,Aprovado,16.81
22257,22524,20251217,Débito,730.73,Aprovado,20.46
22258,22525,20240703,Crédito,486.17,Aprovado,13.61
22259,22527,20251220,Crédito,111.52,Aprovado,3.12
22260,22528,20250511,Débito,921.99,Aprovado,25.82
22261,22529,20241025,PIX,1437.66,Aprovado,17.25
22262,22530,20251124,Crédito,801.66,Aprovado,22.45
22263,22533,20240112,PIX,1147.25,Estornado,13.77
22264,22533,20240111,Crédito,1149.67,Aprovado,32.19
22265,22535,20250310,Crédito,1086.31,Aprovado,30.42
22266,22535,20250315,Débito,1062.48,Aprovado,29.75
22267,22537,20250922,Crédito,1005.39,Aprovado,28.15
22268,22538,20251120,Crédito,1736.96,Aprovado,48.63
22269,22540,20250620,Crédito,906.05,Aprovado,25.37
22270,22541,20241004,Crédito,1211.14,Estornado,33.91
22271,22544,20240307,Crédito,2572.31,Aprovado,72.02
22272,22545,20240317,PIX,386.45,Aprovado,4.64
22273,22547,20250826,Crédito,484.06,Aprovado,13.55
22274,22547,20250822,Boleto,489.39,Aprovado,5.87
22275,22550,20250801,Crédito,319.99,Estornado,8.96
22276,22551,20250416,PIX,581.25,Aprovado,6.97
22277,22552,20240122,PIX,1734.23,Aprovado,20.81
22278,22553,20240626,Crédito,2295.59,Aprovado,64.28
22279,22554,20251227,Débito,1221.1,Aprovado,34.19
22280,22555,20250227,Crédito,299.91,Aprovado,8.4
22281,22555,20250301,PIX,306.57,Aprovado,3.68
22282,22557,20241030,PIX,728.88,Aprovado,8.75
22283,22557,20241101,Crédito,732.29,Aprovado,20.5
22284,22558,20250508,Crédito,1711.81,Aprovado,47.93
22285,22559,20251218,Boleto,2387.91,Aprovado,28.65
22286,22560,20240210,PIX,553.72,Aprovado,6.64
22287,22561,20251102,Crédito,1104.22,Aprovado,30.92
22288,22562,20240304,Crédito,210.44,Aprovado,5.89
22289,22564,20241122,Crédito,205.06,Aprovado,5.74
22290,22564,20241121,Crédito,203.92,Aprovado,5.71
22291,22565,20240707,Crédito,676.3,Aprovado,18.94
22292,22565,20240705,Crédito,676.72,Estornado,18.95
22293,22566,20250716,Crédito,3006.13,Aprovado,84.17
22294,22567,20240819,Crédito,856.38,Aprovado,23.98
22295,22568,20250114,Débito,2964.84,Aprovado,83.02
22296,22569,20251221,Crédito,675.16,Aprovado,18.9
22297,22570,20240429,PIX,809.41,Aprovado,9.71
22298,22571,20250111,PIX,0.0,Aprovado,0.0
22299,22572,20251031,Crédito,1269.84,Aprovado,35.56
22300,22574,20250912,Crédito,668.38,Aprovado,18.71
22301,22576,20250826,Crédito,294.67,Aprovado,8.25
22302,22577,20251113,Crédito,1706.3,Aprovado,47.78
22303,22578,20241225,PIX,335.88,Aprovado,4.03
22304,22579,20250811,Crédito,1717.84,Aprovado,48.1
22305,22580,20251019,PIX,2564.73,Aprovado,30.78
22306,22581,20241008,Crédito,1839.43,Aprovado,51.5
22307,22582,20240405,Débito,1008.36,Aprovado,28.23
22308,22582,20240406,Crédito,1021.61,Estornado,28.61
22309,22584,20251211,Crédito,2765.04,Aprovado,77.42
22310,22585,20240619,Crédito,1430.13,Aprovado,40.04
22311,22587,20241125,Crédito,426.56,Aprovado,11.94
22312,22587,20241125,PIX,418.22,Aprovado,5.02
22313,22588,20240416,Crédito,708.09,Aprovado,19.83
22314,22589,20251231,PIX,427.65,Aprovado,5.13
22315,22590,20251008,Boleto,1507.55,Aprovado,18.09
22316,22591,20241127,Crédito,159.01,Aprovado,4.45
22317,22592,20250216,Crédito,606.72,Aprovado,16.99
22318,22593,20240609,PIX,872.6,Aprovado,10.47
22319,22595,20250721,Crédito,2648.5,Aprovado,74.16
22320,22596,20240124,PIX,532.09,Aprovado,6.39
22321,22597,20250621,Crédito,1237.24,Aprovado,34.64
22322,22598,20240319,Crédito,747.25,Aprovado,20.92
22323,22599,20240906,Crédito,605.13,Aprovado,16.94
22324,22600,20240504,Crédito,2790.84,Aprovado,78.14
22325,22601,20251213,Crédito,386.84,Aprovado,10.83
22326,22603,20251216,PIX,199.44,Aprovado,2.39
22327,22604,20250910,Crédito,374.39,Aprovado,10.48
22328,22605,20251015,Crédito,1369.27,Aprovado,38.34
22329,22605,20251016,Crédito,1351.2,Aprovado,37.83
22330,22606,20251003,Crédito,4068.68,Aprovado,113.92
22331,22607,20240428,Crédito,447.86,Aprovado,12.54
22332,22608,20250823,PIX,743.68,Aprovado,8.92
22333,22609,20240128,PIX,676.17,Aprovado,8.11
22334,22610,20241001,PIX,466.69,Aprovado,5.6
22335,22611,20250603,Crédito,2958.02,Aprovado,82.82
22336,22612,20250727,Crédito,495.36,Aprovado,13.87
22337,22613,20250820,PIX,469.09,Aprovado,5.63
22338,22614,20251001,Crédito,1207.8,Aprovado,33.82
22339,22615,20240729,Débito,5119.57,Aprovado,143.35
22340,22616,20250503,Crédito,668.27,Aprovado,18.71
22341,22617,20240909,Crédito,339.2,Estornado,9.5
22342,22618,20250109,Crédito,168.61,Aprovado,4.72
22343,22619,20250903,Crédito,666.27,Aprovado,18.66
22344,22620,20240614,PIX,320.07,Estornado,3.84
22345,22620,20240612,Boleto,318.53,Aprovado,3.82
22346,22621,20250727,Crédito,5776.54,Aprovado,161.74
22347,22623,20250212,Crédito,1067.61,Aprovado,29.89
22348,22624,20241221,Crédito,2928.51,Aprovado,82.0
22349,22625,20250420,PIX,496.11,Aprovado,5.95
22350,22627,20240918,Crédito,421.07,Aprovado,11.79
22351,22627,20240923,Boleto,419.54,Aprovado,5.03
22352,22628,20240401,Crédito,1278.13,Aprovado,35.79
22353,22630,20241216,Crédito,345.48,Aprovado,9.67
22354,22630,20241212,Crédito,342.62,Aprovado,9.59
22355,22631,20251027,Crédito,385.51,Aprovado,10.79
22356,22631,20251028,Crédito,377.22,Aprovado,10.56
22357,22633,20240105,Crédito,864.46,Aprovado,24.2
22358,22634,20241230,Crédito,335.0,Aprovado,9.38
22359,22634,20250101,Crédito,331.38,Aprovado,9.28
22360,22635,20250425,Crédito,976.97,Aprovado,27.36
22361,22636,20241120,PIX,1213.94,Aprovado,14.57
22362,22637,20251026,Débito,277.65,Aprovado,7.77
22363,22639,20251231,PIX,4358.66,Aprovado,52.3
22364,22640,20240123,Crédito,2352.91,Aprovado,65.88
22365,22641,20240522,PIX,1911.93,Aprovado,22.94
22366,22642,20250523,Boleto,270.23,Aprovado,3.24
22367,22643,20250704,PIX,1046.9,Aprovado,12.56
22368,22644,20240129,Crédito,639.01,Aprovado,17.89
22369,22645,20240617,Boleto,457.38,Aprovado,5.49
22370,22647,20251126,Crédito,531.87,Aprovado,14.89
22371,22648,20251223,Crédito,180.01,Aprovado,5.04
22372,22648,20251227,Crédito,181.49,Aprovado,5.08
22373,22650,20241026,Crédito,3112.25,Aprovado,87.14
22374,22651,20251223,Crédito,397.79,Aprovado,11.14
22375,22652,20250622,Crédito,791.07,Aprovado,22.15
22376,22653,20240425,Crédito,1232.6,Aprovado,34.51
22377,22654,20241126,Crédito,1012.02,Aprovado,28.34
22378,22655,20250731,PIX,1875.16,Aprovado,22.5
22379,22656,20240828,Crédito,3328.09,Aprovado,93.19
22380,22657,20240115,Crédito,1170.05,Aprovado,32.76
22381,22658,20250414,Crédito,1282.99,Estornado,35.92
22382,22659,20250804,Crédito,1913.24,Aprovado,53.57
22383,22660,20251030,Boleto,390.41,Aprovado,4.68
22384,22661,20250729,PIX,20.28,Aprovado,0.24
22385,22662,20250122,Crédito,585.63,Aprovado,16.4
22386,22662,20250124,PIX,564.54,Aprovado,6.77
22387,22663,20240119,Boleto,643.13,Aprovado,7.72
22388,22664,20250811,PIX,1431.61,Aprovado,17.18
22389,22665,20240625,PIX,524.78,Aprovado,6.3
22390,22666,20250328,PIX,959.3,Aprovado,11.51
22391,22667,20251222,Débito,673.26,Aprovado,18.85
22392,22667,20251227,Crédito,653.88,Aprovado,18.31
22393,22668,20241110,Boleto,283.71,Aprovado,3.4
22394,22669,20251116,Crédito,396.26,Aprovado,11.1
22395,22670,20240719,PIX,2709.35,Aprovado,32.51
22396,22671,20240403,Crédito,341.2,Aprovado,9.55
22397,22672,20240902,Débito,1990.54,Aprovado,55.74
22398,22673,20241209,PIX,3587.71,Aprovado,43.05
22399,22674,20240114,PIX,2982.38,Aprovado,35.79
22400,22675,20250412,Crédito,183.48,Aprovado,5.14
22401,22676,20240527,Crédito,297.01,Aprovado,8.32
22402,22677,20251102,Crédito,2328.94,Aprovado,65.21
22403,22678,20250305,Crédito,259.99,Aprovado,7.28
22404,22679,20240201,Crédito,1349.49,Aprovado,37.79
22405,22680,20251020,Crédito,709.82,Aprovado,19.87
22406,22681,20250105,PIX,1725.69,Aprovado,20.71
22407,22682,20240727,Débito,346.09,Aprovado,9.69
22408,22683,20240229,PIX,2615.25,Aprovado,31.38
22409,22684,20240407,Boleto,227.09,Aprovado,2.73
22410,22685,20240322,Crédito,206.54,Aprovado,5.78
22411,22685,20240321,Boleto,203.53,Aprovado,2.44
22412,22686,20250409,Boleto,443.46,Aprovado,5.32
22413,22687,20250520,Crédito,1271.12,Aprovado,35.59
22414,22689,20251024,PIX,457.49,Aprovado,5.49
22415,22689,20251020,PIX,458.85,Aprovado,5.51
22416,22690,20250624,Crédito,64.04,Aprovado,1.79
22417,22691,20250318,Crédito,297.45,Aprovado,8.33
22418,22693,20240607,Crédito,181.43,Aprovado,5.08
22419,22694,20250512,Boleto,6088.68,Aprovado,73.06
22420,22695,20240311,PIX,804.59,Aprovado,9.66
22421,22696,20240101,PIX,1597.02,Aprovado,19.16
22422,22697,20240904,PIX,386.09,Aprovado,4.63
22423,22698,20250615,Crédito,2167.99,Aprovado,60.7
22424,22699,20250322,Crédito,7467.29,Aprovado,209.08
22425,22700,20240421,Crédito,1388.15,Aprovado,38.87
22426,22701,20250528,Crédito,474.31,Aprovado,13.28
22427,22701,20250602,Crédito,477.07,Aprovado,13.36
22428,22702,20250330,Crédito,454.91,Aprovado,12.74
22429,22703,20240726,Crédito,848.92,Aprovado,23.77
22430,22704,20241213,Crédito,204.75,Aprovado,5.73
22431,22704,20241208,Crédito,207.69,Aprovado,5.82
22432,22705,20240616,Crédito,1375.8,Aprovado,38.52
22433,22706,20250206,Crédito,980.43,Aprovado,27.45
22434,22706,20250202,PIX,953.93,Aprovado,11.45
22435,22707,20240409,Crédito,767.46,Aprovado,21.49
22436,22708,20251113,Crédito,1225.25,Aprovado,34.31
22437,22709,20241125,PIX,1328.76,Aprovado,15.95
22438,22710,20251004,PIX,34.97,Aprovado,0.42
22439,22711,20241219,PIX,108.89,Aprovado,1.31
22440,22712,20250222,Crédito,1303.45,Aprovado,36.5
22441,22713,20251121,PIX,764.94,Aprovado,9.18
22442,22714,20240415,Crédito,915.71,Aprovado,25.64
22443,22715,20241106,Crédito,1452.35,Aprovado,40.67
22444,22716,20240126,Crédito,903.12,Aprovado,25.29
